Title,Note,URL,Tags,Comment
Fantasma,,,,
Natas Wines,,,,
Crissis,,,,
Niv,,,,
Oropel,,,,
Berta,,,,
Fierro,,,,
Siembra Taqueria,,,,
Au Pied de Cochon,,,,
Pujolitto,,https://www.google.com/maps/place/Pujol.itto/data=!4m2!3m1!1s0x85d1ffd5f7106a0b:0x40ef94684acda90f,,
El Sella Bar,,,,
Ultramarinos Demar,,,,
Sushi Kyo,,,,
Lina,,,,
Less is More,,,,
Varde,,,,
Coppola Very Nice,,,,
Nommo Sushi,,,,
La Bellezza,,,,
Bar Amici,,,,
Les Moustaches,,,,
Arturo's,,,,
Casa Parral,,,,
Futari,,,,
