Title,Note,URL,Tags,Comment
,,,,
Quiero Gelato,,https://www.google.com/maps/place/Quiero+Gelato/data=!4m2!3m1!1s0x85d1fff22d0a5f0b:0xe003d1d99b56178b,,
Freddo - Condesa,,https://www.google.com/maps/place/Freddo+-+Condesa/data=!4m2!3m1!1s0x85d1ff71ebd30c67:0x5956f7d3b29ed43d,,
Casa Visconti,,https://www.google.com/maps/place/Casa+Visconti/data=!4m2!3m1!1s0x85d1ff43b015871f:0xdc9441449d4d7823,,
