Title,Note,URL,Tags,Comment
,,,,
Ostería 8,,https://www.google.com/maps/place/Oster%C3%ADa+8/data=!4m2!3m1!1s0x85d1ffe970c5d2dd:0x57eca2efc8975aa6,,
VICINATO ristorante,,https://www.google.com/maps/place/VICINATO+ristorante/data=!4m2!3m1!1s0x85d1ffe42e5a091f:0x9f814bc4163d9b74,,
Roselle,,https://www.google.com/maps/place/Roselle/data=!4m2!3m1!1s0x85d1ff0d7c91da47:0x4b32da45c83260f8,,
